हेपेटाइटिस	hepatitis
वर्षाची	varshachi
शिक्षा	shiksha
भोगणारा	bhoganara
एक	eka
यक्ष	yaksha
हा	ha
कालिदासाच्या	kalidasachya
मेघदूताचा	meghadutacha
नायक	nayak
आहे	ahe
</s>	</s>
ताम्हण	tamhan
</s>	</s>
भुयाराच्या	bhuyaracya
पायर्‍या	payarya
उतरुन	utarun
आत	aat
गेल्यावर	gelyavara
अन्य	annya
मुर्त्यांसोबत	murtyansobat
जखुबाइची	jakhubaichi
शेंदरी	shendari
मुर्ती	murti
दिसते	disate
</s>	</s>
रासायनिक	rasayanik
प्रक्रिया	prakriya
आभियांत्रिकी	abhiyantriki
अथवा	athava
केमिकल	chemical
रिऍक्शन	reaction
इंजिनिअरिंग	engineering
ही	hi
रासायनिक	rasayanik
आभियांत्रिकी	abhiyantriki
मध्ये	madhye
शिकवली	sikavali
व	va
वापरली	vaparali
जाणारी	janari
महत्त्वाची	mahattvaci
शाखा	sakha
आहे	ahe
</s>	</s>
तो	to
ग्रह	grah
ताऱ्याभोवती	taryabhovati
८	8
खगोलीय	khagoliy
एकक	ekaka
अंतरावरून	antaravarun
परिभ्रमण	paribhraman
करत	karat
आहे	ahe
</s>	</s>
त्या	tya
लेखाचे	lekhace
पाठ्यपुस्तक	pathyapustak
मंडळाने	mandalane
काय	kay
हाल	hal
केले	kele
त्याची	tyachi
हकीकत	hakikat
गड्या	gadya
आपुला	apula
गाव	gav
बरा	bara
येथे	yethe
वाचता	vacata
येईल	yeil
</s>	</s>
एकमेकांच्या	ekamekancya
पाठीला	pathila
पाठ	path
लावून	lavun
जन्माला	janmala
आलेली	aleli
सख्खी	sakhkhi
भावंडेच	bhavandech
जणू	janu
</s>	</s>
हे	he
केंद्र	kendra
भारत	bharat
सरकारच्या	sarakarachya
संस्कृती	sanskrti
मंत्रालयाच्या	mantralayachya
नियंत्रणात	niyantranat
कार्यरत	karyarat
आहे	ahe
</s>	</s>
प्रत्येक	pratyek
संघात	sanghat
पाच	pach
खेळाडू	kheladu
असतात	asatat
</s>	</s>
थरचे	tharache
वाळवंट	valavanta
हे	he
भारत	bharat
व	va
पाकिस्तान	pakistan
या	ya
दोन	don
देशांच्या	deshancya
सरहद्दीवरचे	sarahaddivarace
वाळवंट	valavant
आहे	ahe
</s>	</s>
मिळून	miluna
सा-याजणी	saryajani
हे	he
मराठी	marathi
साहित्यातील	sahityatil
एक	eka
मानाचे	manache
मासिक	masik
आहे	ahe
</s>	</s>
हे	he
शहर	sahara
गढवा	gadhava
जिल्ह्याचे	jilhyache
प्रशासकीय	prasasakiya
केंद्र	kendra
आहे	ahe
</s>	</s>
पण	pana
कोणता	konata
शब्द	sabda
कोठे	kothe
वापरावयाचा	vaparavayaca
याचे	yace
संकेत	sanketa
वेगळे	vegale
आहेत	ahet
</s>	</s>
कोर्ले	korle
कोर्ला	korla
हे	he
भारतातील	bharatatil
महाराष्ट्र	maharastra
राज्यातील	rajyatil
रत्नागिरी	ratnagiri
जिल्ह्यातील	jilhyatila
लांजा	lanja
तालुक्यातील	talukyatil
गाव	gav
आहे	ahe
</s>	</s>
याचा	yacha
सूड	sud
म्हणून	mhanun
पुढे	pudhe
परीक्षितराजाचा	pariksitarajaca
पुत्र	putra
जनमेजय	janamejay
याने	yane
उत्तंकऋषींच्या	uttankarushincya
साहाय्याने	sahayyane
सर्पसत्र	sarpasatra
केले	kele
अशी	asi
पुराणकथा	puranakatha
आहे	ahe
</s>	</s>
बहिर्जी	bahirji
आणि	ani
त्यांचे	tyanche
हेर	her
स्वमुलखात	svamulakhat
आणि	ani
परमुलखातदेखील	paramulakhatdekhil
साधू	sadhu
बैरागी	bairagi
भिकारी	bhikari
सोंगाडे	songade
जादूगार	jadugar
अशा	ashya
वेशात	vesat
फिरत	phirat
असत	asat
आणि	ani
इत्थंभूत	it'thambhuta
माहिती	mahiti
घेत	gheta
असत	asat
</s>	</s>
शांत	shant
सुंदर	sundar
शहराची	shahrachi
होणारी	honari
वाताहत	vatahat
पाहून	pahun
राणी	rani
संतापल्या	santapalya
आणि	ani
त्यांनी	tyani
प्रत्यक्ष	pratyeksh
रणांगणात	rananganat
उतरण्याचा	utarnyacha
निर्णय	nirnay
अंमलात	amalat
आणला	aanala
</s>	</s>
मनोज	manoj
पांडे	pande
यांची	yanchi
देशाच्या	deshachya
सर्व	sarv
भागांत	bhagat
नोकरी	nokri
झाली	zali
आहे	aahe
</s>	</s>
खानाचे	khanane
सैन्य	sainya
खिंडीच्या	khindichya
मध्यावर	madhyavar
येताच	yetach
आघाडी	aaghadi
आणि	aani
पिछाडीची	pichadichi
नाकाबंदी	nakabandi
करून	karun
खानाचा	khanacha
पूर्ण	purn
पराभव	parabhav
केला	kela
</s>	</s>
त्यांचे	tyache
वडील	vadil
डॉक्टर	doctor
होते	hote
</s>	</s>
सोसायटी	society
चे	che
पंजीकृत	panjikrut
कार्यालय	karyalay
मुंबई	mumbai
येथे	yethe
आहे	aahe
</s>	</s>
त्यामुळेच	tyamule
त्या	tya
काळी	kali
मूकपटातील	mukpatatil
उपशीर्षके	upshirshike
प्राय	pray
हिंदीतून	hinditun
देण्यात	denyat
येत	yet
असली	asali
तरी	tari
बाबूरावांना	baburaona
हे	he
फारसे	pharse
पसंत	pasand
नसे	nase
</s>	</s>
ऐसे	aise
सांगा	sanga
ना	na
हो	ho
कूडलसंगय्या	kudalsangyya
</s>	</s>
दोघांचे	doghanche
संरक्षण	sanrakshan
करणे	karne
अवघड	avaghad
होते	hote
</s>	</s>
त्या	tya
प्रसंगावर	prasangavar
अग्निदास	agnidas
यांनी	yanni
एक	ek
पोवाडा	powada
रचून	rachun
तो	to
गायला	gayla
होता	hota
</s>	</s>
वाट	wat
तुडवताना'साठी	tudwitana'sathi
शिवगिरिजा	shivgirija
प्रतिष्ठानचा	pratishthanacha
कदम	kadam
गुरुजी	guruji
पुरस्कार	puraskar
कुर्डूवाडी	kurdvadi
डिसें	december
२००४	2004
</s>	</s>
ही	hi
उजव्या	ujavya
हाताने	hatane
फलंदाजी	falandaji
करते	karate
</s>	</s>
प्रभाकर	prabhakar
जोग	jog
यांनी	yanni
मराठी	marathi
चित्रपट	chitrapat
ग्रामोफोन	gramophone
कंपन्या	company
आकाशवाणी	akashvani
आणि	ani
दूरदर्शन	doordarshan
यांच्यासाठी	yanchyasathi
संगीताच्या	sangeeta
सुरावटी	suravati
रचल्या	rachilya
आहेत	aahet
</s>	</s>
संतोष	santosh
यादव	yadav
या	ya
एव्हरेस्टवर	everestvar
दोन	don
वेगवेगळ्या	vegveglya
आरोहण	aarohan
मार्गाने	margane
चढाई	chadhai
करणार्‍या	karnarya
पहिल्या	pahilya
महिला	mahila
आहेत	aahet
</s>	</s>
जुलै	july
२६	26
अमेरिकन	american
राष्ट्राध्यक्ष	rashtradhyaksh
हॅरी	harry
ट्रुमनने	tumane ne
सी.आय.ए	c.i.a
संरक्षणखाते	sanrakshankhate
व	v
राष्ट्रीय	rashtriy
सुरक्षा	suraksha
समितीची	samitichi
स्थापना	sthapana
केली	keli
</s>	</s>
१६५४	1654
नंतर	nantar
आदिलशहाने	adilshahne
अफजलखानला	afzalkhanla
जावळीवर	javalivar
चालून	chalun
जाण्याचा	janyacha
हुकूम	hukum
दिला	dila
</s>	</s>
कवि	kavi
मुक्तविहारी	muktvihari
</s>	</s>
कटक	cuttack
जिल्हा	jilha
हा	ha
भारताच्या	bharatachaya
ओडिशा	odisha
राज्यातील	rajyatil
एक	ek
जिल्हा	jilha
आहे	aahe
</s>	</s>
हा	ha
परेड	pared
सिव्हिल	civil
लाईन्स	lines
च्या	chya
संविधान	sanvidhan
चौकापासुन	chaukapasun
सुरु	suru
झाला	zala
आणि	ani
या	ya
वर्षी	varshi
राजपुत्र	rajaputra
मानवेंद्र	manvendra
सिंग	singh
गोहिल	gohil
भारताचे	bhartache
पहिले	pahile
भारतातील	bhartatil
पहिले	pahile
सर्वांसमक्ष	sarvasamaksh
समलिंगी	samalingi
शाही	shahi
यांनी	yanni
ध्वजांकित	dhwajankit
केला	kela
</s>	</s>
या	ya
तालुक्याचे	talukyche
निसर्गसौंदर्य	nisargsoundarya
पर्यटकांच्या	paryatakanchya
डोळयांचे	dolyache
पारणे	parne
फेडणारे	phednare
आहे	aahe
</s>	</s>
यास	yas
क्षारयुक्त	ksharyukt
पाणी	paani
असेही	asehi
म्हणतात	mhantat
</s>	</s>
कृष्णलिला	krushnlila
देव	dev
विजय	vijay
नृत्य	nrutya
व	v
मेनकालास्यम्	menkalasyam
ही	hi
त्यांची	tyanchi
आंरभीची	aarambhichi
नृत्यनाट्ये	nrutynatye
होत	hot
</s>	</s>
तथापि	tathapi
पुरूष	purush
पूर्वाग्रह	purvagrah
आणि	ani
भेदभावामुळे	bhedbhavamule
त्यांना	tyana
न्यायालयात	nyayalayat
सादर	sadar
करण्याऐवजी	karnyaaivaji
त्यांची	tyanchi
बाजू	baaju
मांडण्याऐवजी	mandnyaaivaji
मते	mate
तयार	tayar
करण्यास	karnyas
प्रतिबंध	pratibandh
करण्यात	karnyat
आला	aala
</s>	</s>
या	ya
विमानाचा	vimanacha
छोटा	chota
आणि	aani
अधिक	adhik
वेगवान	vegvan
उपप्रकार	upprakar
बोईंग	boeing
७२०	720
नावाने	navane
विकण्यात	viknyat
आला	aala
होता	hota
</s>	</s>
भगवती	bhagwati
यांचे	yanche
वडीलही	vadilhi
सर्वोच्च	sarvochhy
न्यायालयाचे	nyayalayache
न्यायाधीश	nyayadhish
होते	hote
</s>	</s>
सम्राट	samrat
सिंह	singh
विदूषक	vidushak
</s>	</s>
विस्थापितांचे	visthapitanche
भौगोलिक	bhaugolik
स्थान	sthan
सांस्कृतिक	sanskrutik
जडण	jadan
घडण	ghadan
समाजरचना,मातीशी	samajrachana, matishi
जुळलेली	julleli
घट्टनाळ	ghattnaal
आणि	aani
भावनिकबंध	bhavnikbandh
तोडून	todun
टाकताना	taktana
होणारी	honari
घुसमट	ghusmat
यांचे	yanche
यथार्थ	yatharth
चित्रण	chitran
