हेपेटाइटिस-	hepatitis-
प्राकृत	prakrut
भाषेपासून,	bhashepasun,
महाराष्ट्री	maharashtri
किंवा	kinva
अपभ्रंश	apabhransh
भाषेपासून	bhashepasun
तयार	tayar
झाली	zali
असावी	asavi
असा	asa
विचार	vichar
अनेक	anek
अभ्यासक	abhyasak
मांडतात	mandtat
मात्र	matra
त्यांच्यात	tyanchyat
एकमत	ekmat
अजूनही	ajunhi
दिसून	disun
येत	yet
नाही.	nahi.
</s>	</s>
रायगढ	Raigad
आणि	ani
सुरगुजा	Surguja
भागातले	bhagatle
रहिवासी.	rahiwasi.
</s>	</s>
याला	yala
सरदार	sardar
(आंनदराव	(Anandrao
लक्ष्मणराव)	Lakshmanrao)
रास्तेंचे	rastenche
नाव	naav
देण्यात	denyat
आले.	ale.
</s>	</s>
संशोधक	sanshodhak
</s>	</s>
मुंबई	Mumbai
विद्यापीठाची	Vidyapithachi
बी.	B.
</s>	</s>
लांजा	Lanja
बस	bus
स्थानकावरून	sthanakavarun
प्रभानवल्ली,	Prabhanvalli,
हर्दखळे,	Hardkhale,
साखरपा,	Sakharpa,
कुरुंदवाड	Kurundwad
जाणाऱ्या	janarya
एसटी	ST
बसेस	buses
कोर्ले	Korle
येथे	yethe
थांबतात.	thambtat.
</s>	</s>
ढगाळ,	Dhagal,
पावसाळी	pavsali
हवेत	havet
किंवा	kinva
रात्री	ratri
या	ya
बॅटरीज	batteries
वीज	veej
निर्माण	nirman
करू	karu
शकत	shakat
नाहीत,	nahit,
तसेच	tasech
त्यांचे	tyanche
तापमान	tapman
४५	45
अंशांपलीकडे	anshapalikade
गेले	gele
तर	tar
फार	phar
कमी	kami
वीजनिर्मिती	veejnirmiti
होते.	hote.
</s>	</s>
दरवर्षी	darvarshi
येथे	yethe
केळवे	kelve
किनारा	kinara
पर्यटन	paryatan
उत्सव	utsav
साजरा	sajra
केला	kela
जातो.	jato.
</s>	</s>
दक्षता	dakshta
</s>	</s>
त्यांनी	tyani
धृपद	dhrupad
गायकी,	gayaki,
सूफी	sufi
संगीत,	sangeet,
शास्त्रीय	shastriya
संगीत,	sangeet,
वारकरी	vaarkari
संगीत	sangeet
अशा	asha
निरनिराळ्या	nirniralya
प्रकारांत	prakarant
पखवाजवादनाला	pakhawajwadanala
महत्त्व	mahattva
मिळवून	milvin
दिले.	dile.
</s>	</s>
प्रस्ताव	prastav
(व्यावसायिक)	(vyavsayik)
</s>	</s>
दोन	don
सरीच्या	sarichya
वरचा	varcha
माथा	matha
२-३	2-3
फुट	foot
रुंद	runda
असल्यास	aslyas
केशाकर्षाणामुळे	keshakarshanamule
रुंद	runda
माथ्याच्या	mathyachya
मध्यापर्यंत	madhyaparyant
पाणी	pani
सहज	sahaj
पोहचू	pohchu
शकते.	shakte.
</s>	</s>
१९६१	1961
मध्ये	madhye
हा	ha
पुरस्कार	purskar
देण्यात	denyat
येणार	yenar
असल्याची	aslyachi
अधिकृत	adhikrut
घोषणा	ghoshna
झाली	zali
आणि	ani
सन	san
१९६५	1965
पासून	pasun
तो	to
दरवर्षी	darvarshi
देण्यात	denyat
येतो.	yeto.
</s>	</s>
नंदुरबार	Nandurbaar
जिल्हयातील	jilhyatil
तोरणमाळ	Toranmal
येथेही	yethehi
स्ट्रॉबेरीचे	stroberryche
उत्पादन	utpadan
होऊ	hou
लागले	lagale
आहे.	ahe.
</s>	</s>
वाईट	vait
वास	vaas
असणारा,	asnara,
वाईट	vait
दिसणारा	disnara
अथवा	athava
मनाला	manala
वाईट	vait
वाटणारा	vatnara
कोणताही	kontahi
पदार्थ/कृती.	padartha/kruti.
</s>	</s>
त्यामुळे	tyamule
तो	to
खालून	khalun
वर	var
ढकलला	dhakalala
जात	jaat
राहतो.	rahto.
</s>	</s>
सुंदराबाई	Sundarabai
प्रसिद्ध	prasidhha
मराठी	Marathi
गायिका,	gayika,
संगीतकार	sangeetkar
व	va
अभिनेत्री	abhinetri
होत्या.	hotya.
</s>	</s>
डुबजले	dubjale
जेटुकु	jetuku
प्रश्वास	prashvas
</s>	</s>
गांधीजी	gandhiji
आणि	ani
काँग्रेसची	congresschi
पूर्ण	purna
कार्यकारणी	karyakarini
समिती	samiti
यांना	yana
इंग्रजांनी	ingrajanni
९	9
ऑगस्ट	August
इ.	e.
</s>	</s>
बहुपदींची	bahupadichi
उकल	ukal
शोधणे	shodhane
हा	ha
एक	ek
गणितामधील	ganitamadhil
फार	phar
मोठा	motha
नि	ni
जुना	juna
प्रश्न	prashna
आहे.	ahe.
</s>	</s>
येथे	yethe
शारीरिक	sharirik
शिक्षणाचा	shikshanacha
पदवी	padavi
अभ्यासक्रम	abhyaskram
चालवला	chalavala
जातो.	jato.
</s>	</s>
बाल्टिक	Baltic
देश	desh
</s>	</s>
भारतीय	bhartiya
चित्रपटांचा	chitrapatancha
उगम	ugam
आणि	ani
त्यासोबतच	tyasobatach
भारतीय	bhartiya
भांडवल	bhandwal
आणि	ani
उद्योग	udyog
यांचा	yancha
विकास	vikas
यांची	yanchi
चिकित्सा	chikitsa
करताना	kartana
लेखक	lkhak
असे	ase
नमूद	namud
करतात	kartat
की	ki
भारतीय	bhartiya
सिनेमातील	cinematil
प्रतिमांची	prtimanchi
यशस्वी	yashasvi
मध्यस्थी	madhyasthi
ही	hi
आधुनिकतेतली	aadhuniketli
मध्यस्थी	madhyasthi
आहे.	ahe.
</s>	</s>
जोशींनी	joshinni
आईचा	aaicha
मृत्यू,	mrutyu,
सासू-सासर्‍यांचा	sasu-sasryancha
मृत्यू	mrutyu
आणि	ani
स्वतःच्या	swatahachya
मुलीचा	mulicha
विवाह	vivah
दोडला	sodla
तर.	tar.
</s>	</s>
अपलम्	aplam
चपलम्	chaplam
</s>	</s>
तर	tar
त्यांच्या	tyanchya
मिस्टर	mister
संपत	sampat
आणि	ani
दी	di
फायनान्शियल	financial
एक्सपर्ट	expert
या	ya
पुस्ताकांच्या	pustakanchya
आधारेही	aadharehi
चित्रपट	chitrapat
निघाले	nighale
आहेत.	ahet.
</s>	</s>
अलवार	alwar
मधील	madhil
तिजारी	Tijari
किल्ला	killa
हा	ha
पडीक	padik
नसून	nasun
१८४५	1845
मध्ये	madhye
युद्धामुळे	yudhhamule
बांधकाम	bandhkam
अर्धवट	ardhawat
राहिलेला	rahilela
किल्ला	killa
होता.	hota.
</s>	</s>
कोकण	kokan
मंथन	manthan
</s>	</s>
दिल्लीची	delhichi
लोकसंख्या	lokhasankhya
सुमारे	sumare
दीड	deed
कोटी	koti
(इ.स.	(i.s.
२००५चा	2005cha
अंदाज)	andaj)
असून	asun
ते	te
जगातील	jagatil
सातवे	satave
सगळ्यांत	sagalyat
जास्त	jasta
लोकसंख्या	loksankhya
असलेले	aslele
महानगर	mahanagar
आहे.	ahe.
</s>	</s>
डॉ.	Dr.
आनंदीबाई	Anandibai
जोशी	Joshi
(चरित्र)	(charitra)
</s>	</s>
नेदरलँड्सची	netherlandschi
भारतातील	bhartatil
टाकसाळ	taksal
येथून	yethun
जवळच	javalach
होती.	hoto.
</s>	</s>
महाराष्ट्र	Maharashtra
सरकारचा	sarkarcha
मंगेश	Mangesh
पाडगावकर	Padgaonkar
भाषासंवर्धक	bhashasanvardhak
पुरस्कार	puraskar
(२०१६)	(2016)
</s>	</s>
त्रिकोण	trikon
बनवणारे	banavnare
तीन	teen
तारे	tare
स्थिर	sthir
वाटतात.	vatatat.
</s>	</s>
रवींद्रनाथ	Ravindranath
टागोर	Tagor
यांनी	yanni
सर्वप्रथम	sarvapratham
त्यांना	tyanna
‘महात्मा’	'mahatma'
(अर्थ:	(artha:
महान	mahan
आत्मा)	aatma)
ही	hi
उपाधी	upadhi
दिली.	dili.
</s>	</s>
त्याचा	tyacha
रंग	rang
व	va
आकारही	aakarhi
वेगवेगळा	vegvegla
असतो.	asto.
</s>	</s>
त्याच्या	tyachya
पळण्यात,	palnyat,
तिरक्या	tirkya
बॉलिंग	balling
रनपमधे	runupmadhe
दहशत	dahshat
होती.	hoti.
</s>	</s>
देवळामागील	devalamagil
वाटेने	vatene
पुढे	pudhe
गेल्यावर	gelyavar
जांभ्या	jambhya
दगडात	dagadat
बांधलेला	bandhlela
भव्य	bhavya
वाडा	wada
दिसतो.	disto.
</s>	</s>
पेक्षा	peksha
जास्त	jasta
मालाची	malachi
वाहतूक	vahtuk
झालेली	zaleli
होती.	hoti.
</s>	</s>
हिचा	hicha
आवाज	awaj
मात्र	matra
मानवी	manavi
होता.	hota.
</s>	</s>
सेनेने	senene
औरंगाबादच्या	aurangabadachya
बाजूला	bajula
जालना	Jalana
रस्त्याने	rastyane
मुसंडी	musandi
मारली.	marli.
</s>	</s>
मार्ग	marg
माझ्या	mazya
जीवनाचा	jeevanacha
</s>	</s>
महाविद्यालयीन	mahavidyalayeen
शिक्षणासाठी	shikshanasathi
पुण्यात	punyat
आलेल्या	aalelya
कुलकर्णी	Kulkarni
यांनी	yanni
१९४०	1940
मध्ये	madhye
तर्खडकर	Tarkhadkar
सुवर्णपदकासह	suvarnapadkasah
बी.	B.
</s>	</s>
उद्योगाचे	udyogache
घरी	ghari
देवता	devata
</s>	</s>
आकाशवाणी	Aakashvani
ही	hi
भारताच्या	bhartachya
विविध	vividha
प्रदेश/भाषांप्रमाणे	pradesh/bhashanpramane
अनेक	anek
वेगवेगळ्या	vegveglya
सेवा	sewa
पुरविते.	purvate.
</s>	</s>
असे	ase
म्हटले	mhantle
जाते	jate
की	ki
तिच्या	tichya
चौदाव्या	choudavya
मुलाला	mulala
जन्म	janma
देताना	detana
ती	ti
तिथेच	tethech
मरण	maran
पावली.	pavli.
</s>	</s>
अस्लाना	Aslana
</s>	</s>
अंतर्गत	antargat
वादात	vadat
त्यापैकी	tyapeiki
तिघांचा	tighancha
खून	khun
झाला	zala
व	va
आठ	aath
जणांना	jananna
शिक्षा	shiksha
झाली.	zali.
</s>	</s>
सध्या	sadhya
राजीव	Rajeev
महर्षि	maharshi
हे	he
भारताचे	bhartache
13	13
वे	ve
नियंत्रक	niyantrak
व	va
महालेखापाल	mahalekhapal
आहेत.	ahet.
</s>	</s>
सुरेशचंद्र	Sueshchandra
वारघडे	Varghade
यांनी	yanni
त्याचे	tyache
मराठीत	marathit
भाषांतर	bhashantar
केले	kele
आहे.	ahe.
</s>	</s>
सर्व	sarva
अन्नाची	annachi
चव	chav
सुधारणारी	sudharnari
लाळ	lala
</s>	</s>
एक	Ek
अलेप्पीजवळ,	allepijaval,
एक	ek
त्रिवेंद्रमजवळ	trivendramjaval
आणि	ani
एक	ek
कोचीनजवळ.	cochinjaval.
</s>	</s>
नैसर्गिक	naisargik
तळी	tali
</s>	</s>
१५)	15)
लिंगायत	Lingayat
हे	he
स्वतंत्र	swatantra
,	,
समता,	samata,
बंधुता,	bandhuta,
सामाजिक	samajeek
न्याय	nyay
व	va
गौरव	gaurav
जोपासणारे	jopasnare
एक	ek
न्यायशास्त्र	nyayshastra
आहे.	ahe.
</s>	</s>
अलेक्झांडर	Alexander
ग्रॅहम	Graham
बेल	Bell
(चरित्र,	(charitra,
बालवाङ्मय)	balwangmay)
</s>	</s>
१९६६	1966
मध्ये	madhye
बर्नसन	Burnsan
यांना	yanna
पश्चिम	pashchim
महाराष्ट्रातल्या	maharashtratlya
